sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
884,N[CH](C(=O)N1CCSC1)[CH]1CC[CH](NC(=O)c2ccccc2c(c)c2)CC1,55,0,59,,<eos>,eos,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C S C 1 ) [ C <unk> H ] 1 C C [ C <unk> H ] ( N C ( = O ) c 2 c c c c c 2 c ( c ) c 2 ) C C 1 <eos> ) C 1 <eos> 1 ) C 1 <eos> c ) 2 ) C 1 <eos> c c 2 ) C C 1 <eos> ) C F <eos> ) C <eos> C <unk> <eos> O ) C 2 <eos> O 1 <eos> [ s o n <eos> o ] r <eos> ( 3 <unk> H r ) n ) =,18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 20 15 8 6 21 15 3 17 22 8 15 15 21 15 3 17 22 5 18 15 5 13 19 6 23 9 23 23 23 23 23 9 23 5 23 6 23 9 6 15 15 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
885,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[1H](,35,0,38,,<eos>,eos,<bos> C c 1 c c ( C ) c ( <unk> C = C 2 <unk> C ( = O ) N c 3 c c c c c 3 2 ) [ 1 H ] ( <eos> <eos> ( <eos> ) ) [ n H ] 1 <eos> ) n 2 ) c c = O ) C 3 2 c 1 <eos> <eos> ] 1 <eos> C O C C ) <eos> C ( C ) [ C <unk> 1 ] ) ( C ) C 1 C C <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> c <pad> 2 ] B H 5 ( ] s 3 <unk> H r 2 C <unk> #,15 23 8 23 23 5 15 6 23 5 3 15 13 15 9 3 15 5 13 19 6 18 23 10 23 23 23 23 23 10 9 6 21 8 17 22 5,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
886,COc1ccc(C)cc(C(NCC)C)C)2,24,0,25,,<eos>,eos,<bos> C O c 1 c c c ( C ) c c ( C ( N C C ) C ) C ) 2 <eos> <eos> c C 1 <eos> C <eos> <eos> c O 2 <eos> c 1 <eos> O <eos> <eos> <eos> C <eos> 1 <eos> ) n c 1 <eos> C c 3 <eos> ) c 2 <eos> c ) n ] ) c 1 <eos> <eos> 1 C O <eos> <unk> ] 2 4 [ O <unk> C ] C ( F O ) C <eos> 1 <unk> <eos> N <unk> 1 ] <eos> O 1 <eos> # ) c = 3 F 1 <eos> - <pad> o <eos> H s 5 ] r -,15 19 23 8 23 23 23 5 15 6 23 23 5 15 5 18 15 15 6 15 6 15 6 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
887,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c(C)cC2cncC)c2)c1c(NC34)cc2)c1,61,0,63,,<eos>,eos,<bos> C c 1 c c c ( F ) c ( N C ( = O ) N c 2 c c c ( - c 3 c o c 4 c ( C ) c C 2 c n c C ) c 2 ) c 1 c ( N C <unk> 3 4 ) c c 2 ) c 1 <eos> <unk> 2 ) C 1 = <eos> C C C 1 <unk> ( ] 1 C C <unk> <unk> H ] ( O ) C 1 C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> [ l 2 # l F 5 s o ) s <unk> 5 H 2 <unk> C 1,15 23 8 23 23 23 5 16 6 23 5 18 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 23 26 23 11 23 5 15 6 23 15 9 23 25 23 15 6 23 9 6 23 8 23 5 18 15 3 10 11 6 23 23 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
888,C[CCC(=C)(=(=O)CCCCC,20,0,22,,<eos>,eos,<bos> C [ C <unk> C C ( = C ) ( = ( = O ) C C C C C <eos> C 1 <eos> c <eos> C 1 1 <eos> <eos> c c 1 <eos> <eos> C 1 <eos> O <eos> N C <eos> c O ( ) C c ( <eos> c ) C c C [ C <eos> C ) C ] C C <eos> C O ) C O <eos> C O C ) C C <unk> C ] C ( C C <eos> C <eos> C <unk> 2 H ] 1 2 <eos> O 1 <eos> B <eos> l = <eos> <pad> S H - <pad> O s n N ) B 5 ),15 21 15 3 15 15 5 13 15 6 5 13 5 13 19 6 15 15 15 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
889,O=C1Nc1cccc(Bl)c1CC(O)1cccc1C)[nH]1)C(C-c1O1CC2)c12ccC(,55,0,56,,<eos>,eos,<bos> O = C 1 N c 1 c c c c ( B l ) c 1 C C ( O ) 1 c c c c 1 C ) [ n H ] 1 ) C ( C - c 1 O 1 C C 2 ) c 1 2 c c C ( <eos> ) C [ 2 <unk> 2 <eos> C <unk> <eos> ] ( C O ) C O O ) C C ( C O ) O <eos> C ( C <eos> C 1 <eos> C = O <eos> ) C 2 <eos> O 1 <eos> 2 3 F <eos> <pad> 2 N 4 <eos> O 1 H ] C F <unk> [ O,19 13 15 8 18 23 8 23 23 23 23 5 14 24 6 23 8 15 15 5 19 6 8 23 23 23 23 8 15 6 21 25 17 22 8 6 15 5 15 7 23 8 19 8 15 15 9 6 23 8 9 23 23 15 5,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
890,CN1C(NCc2cc2cc2-c3ccccc3c,25,0,26,,<eos>,eos,<bos> C N 1 C ( N C c 2 c c 2 c c 2 - c 3 c c c c c 3 c <eos> C C <eos> <eos> C 1 <eos> <eos> C 1 C <eos> <eos> <eos> O <eos> O ) C c C ( ) c 2 c C <eos> c ) <eos> c <unk> ) c 2 ) <eos> 1 <eos> O 1 ( <eos> ) C C <eos> C ( ) O C C ) = O ) C O <eos> O C <eos> 1 O 1 <eos> <unk> C 1 <eos> O 1 <eos> l H s = O 1 B C <eos> c ] H ] ( O l # c,15 18 8 15 5 18 15 23 9 23 23 9 23 23 9 7 23 10 23 23 23 23 23 10 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
891,CC1CONOc1ccc(c(=O)O)ccH]C(=O)Cc=c)cC3)c1(Ccc2cCc)c2,51,0,52,,<eos>,eos,<bos> C C 1 C O N O c 1 c c c ( c ( = O ) O ) c c H ] C ( = O ) C c = c ) c C 3 ) c 1 ( C c c 2 c C c ) c 2 <eos> C c c 3 n 1 c 1 O <eos> C <unk> H ] ) 1 C <eos> C <unk> ) <unk> C <unk> C 1 C <eos> ( = ( C ( = O ) 1 <eos> 1 2 <eos> <eos> ) C 1 <eos> O 1 <eos> B [ s n <eos> s 3 1 3 c n s n ] l B 2 n,15 15 8 15 19 18 19 23 8 23 23 23 5 23 5 13 19 6 19 6 23 23 17 22 15 5 13 19 6 15 23 13 23 6 23 15 10 6 23 8 5 15 23 23 9 23 15 23 6 23 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
892,N#C[CH]1CSCN1C(=O)C(C)C1CCCC1,29,0,32,,<eos>,eos,<bos> N # C [ C <unk> <unk> H ] 1 C S C N 1 C ( = O ) C ( C ) C 1 C C C C 1 <eos> C C <eos> C <eos> C 1 1 O ) c 1 2 ( = O <eos> c C ) c c c ) C 2 ( C ) <eos> C <eos> ] C ) <eos> ) [ C [ C ] C ] 2 1 C O <unk> <unk> C O ) C ) C ] <eos> 1 <unk> <eos> N 1 C 2 <eos> O 1 <eos> <pad> c 5 O - o <pad> # ] c <pad> H l s 1 # 5 4,18 4 15 21 15 3 3 17 22 8 15 20 15 18 8 15 5 13 19 6 15 5 15 6 15 8 15 15 15 15 8,CC(C(=O)N1CSCC1C#N)C1CCCC1,True,True,1,True,,238.36,2.238,44.1,0.0,3.0,2.0,0.7408,3.6794,True,0.8762,Strong candidate,True
893,COc1cc2[cH]c3c(CC(CNCO(COc2ccc(cO)c(1]c=OF]cC)C,47,0,48,,<eos>,eos,<bos> C O c 1 c c 2 [ c H ] c 3 c ( C C ( C N C O ( C O c 2 c c c ( c O ) c ( 1 ] c = O F ] c C ) C <eos> c c 1 c C c 1 c 2 <eos> c ) c 1 ] <eos> <eos> C <unk> <eos> ] <eos> C <eos> = O <unk> ] C 4 O C 3 <unk> H ] ( C ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F 4 2 l B O 1 <eos> F = 4 ) <pad> s ] # 2 O,15 19 23 8 23 23 9 21 23 17 22 23 10 23 5 15 15 5 15 18 15 19 5 15 19 23 9 23 23 23 5 23 19 6 23 5 8 22 23 13 19 16 22 23 15 6 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
894,Nc1ncnc[Cc2cnc(c)CCC)C(=O)c2ccccccc1)Cc=O),42,0,43,,<eos>,eos,<bos> N c 1 n c n c [ C c 2 c n c ( c ) C C C ) C ( = O ) c 2 c c c c c c c 1 ) C c = O ) <eos> ) C ] 1 4 ) c C H c ) c 3 <eos> c 3 ) C ) 2 <eos> <eos> <eos> c ) 1 <eos> 1 [ C O <unk> ] 2 1 O <eos> <unk> <eos> ] 1 ( O ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> r c ) # S o n <pad> F # n S = S ] ( B ),18 23 8 25 23 25 23 21 15 23 9 23 25 23 5 23 6 15 15 15 6 15 5 13 19 6 23 9 23 23 23 23 23 23 23 8 6 15 23 13 19 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
895,C[CC](C(C(=O)c(C[C)]CC[CH](C(H](CCC[C)NCCH)C)(C)cOC,51,0,58,,<eos>,eos,<bos> C [ C <unk> C ] ( C ( C ( = O ) c ( C <unk> [ C ) ] C C [ C <unk> H ] ( C ( <unk> H ] ( C C C [ C <unk> ) N C C H ) C <unk> ) ( C ) c O C <eos> <unk> c ] ) C ) O C ) c c 1 ( <eos> C ) ) H C 3 = C [ C <unk> ] ( O ) C 1 <eos> ] 1 2 C <eos> 1 2 <eos> O 1 <eos> o s o n c [ ) O 2 O B s n H ) r <pad> F,15 21 15 3 15 22 5 15 5 15 5 13 19 6 23 5 15 3 21 15 6 22 15 15 21 15 3 17 22 5 15 5 3 17 22 5 15 15 15 21 15 3 6 18 15 15 17 6 15 3 6 5 15 6 23 19 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
896,Cn1c(=O)Cc(C2C(cc)H](N)F2)nCCccccccccC#C)C(=O)C2CcO)c1c,55,0,58,,<eos>,eos,<bos> C n 1 c ( = O ) C c ( C 2 C ( c c ) <unk> <unk> H ] ( N ) F 2 ) n C C c c c c c c c c C # C ) C ( = O ) C 2 C c O ) c 1 c <eos> c c c 1 <eos> ] C 1 C 1 <eos> O C <unk> O <unk> C <unk> C 1 C C ) <unk> C ) ( C O C ( O C ) = O ) C 1 <eos> O 1 <eos> S ] C F N n # s <eos> c s 4 n <eos> C S <unk> 1,15 25 8 23 5 13 19 6 15 23 5 15 9 15 5 23 23 6 3 3 17 22 5 18 6 16 9 6 25 15 15 23 23 23 23 23 23 23 23 15 4 15 6 15 5 13 19 6 15 9 15 23 19 6 23 8 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
897,O=C(CCC(l)C(=O)NCCCl,20,0,21,,<eos>,eos,<bos> O = C ( C C C ( l ) C ( = O ) N C C C l <eos> C 1 <eos> <eos> 1 <eos> 1 <eos> C <eos> <eos> <eos> c 1 <eos> <eos> C 1 <eos> O <eos> O ) C 2 <eos> ( ) ) c 1 c C c C ) <eos> ] C <eos> C ) <eos> H ] 2 C <eos> O ) C O <eos> C ( O <eos> ) O <unk> <unk> ] ) 2 F <eos> ) C 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> l H o = O F ] <eos> 1 <eos> [ ( <eos> ) r F # c,19 13 15 5 15 15 15 5 24 6 15 5 13 19 6 18 15 15 15 24,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
898,Nc1ccc2c(c1)C(=C)c1ccc[nH]1)C(=O)NC,35,0,37,,<eos>,eos,<bos> N c 1 c c c 2 c ( c 1 ) <unk> C ( = C ) c 1 c c c [ n H ] 1 ) C ( = O ) N C <eos> ) N ) C N c ( 2 1 <eos> c ) H ] ) C C ) <eos> 2 c <eos> ) 1 1 <eos> <eos> <unk> H ] <eos> ( <eos> ) C ) [ C ] ) ( C ) C ( = C ) C O <eos> 1 C 1 <unk> <eos> <eos> <unk> C ] <eos> O 1 <eos> <pad> [ ( # ] F ) 5 <eos> = 4 F r ] c o 3 4,18 23 8 23 23 23 9 23 5 23 8 6 3 15 5 13 15 6 23 8 23 23 23 21 25 17 22 8 6 15 5 13 19 6 18 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
899,NCCCc1ccccc1CC1CCCCOC)1s,24,0,25,,<eos>,eos,<bos> N C C C c 1 c c c c c 1 C C 1 C C C C O C ) 1 s <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> O <eos> C <eos> C C <eos> O <eos> C 1 C ) C ( = ) C ) C C ( C O ) ( C c 1 ) <eos> O <eos> 2 <unk> C O ) C ) O C ( C 1 C 2 ) O <eos> ) ( C ) C 1 <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 5 ) F 5 # H 4 [ O N r s ) ( F r c -,18 15 15 15 23 8 23 23 23 23 23 8 15 15 8 15 15 15 15 19 15 6 8 28,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
900,Cc1c(C[C]2C[C[H]HOC[CCCC]][[cH]([CC(]C[C)CC]CcCHCCC),52,0,64,,<eos>,eos,<bos> C c 1 c <unk> ( C [ C <unk> ] 2 C [ C [ H ] H O C [ C C <unk> C <unk> C ] ] [ [ c <unk> H ] ( [ C <unk> C ( <unk> ] C <unk> [ C ) C <unk> C ] C c C <unk> H <unk> C C C ) <eos> C [ O <unk> ] H ( ) C C <unk> ] C ( O O ) C = C ( C O C 1 C C <unk> C 2 ] C <eos> <eos> O 1 <eos> 5 C 1 O 1 B F <pad> 2 <unk> 4 <pad> N O C c - r,15 23 8 23 3 5 15 21 15 3 22 9 15 21 15 21 17 22 17 19 15 21 15 15 3 15 3 15 22 22 21 21 23 3 17 22 5 21 15 3 15 5 3 22 15 3 21 15 6 15 3 15 22 15 23 15 3 17 3 15 15 15 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
901,Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,34,0,35,,<eos>,eos,<bos> C c 1 c c c c ( C ) c 1 N 1 C ( = O ) c 2 c c c ( N ) c c 2 C 1 = O <eos> <eos> C 1 <eos> C 1 <eos> <eos> = C ) ( 1 <eos> C <eos> 2 <unk> H c ( C c ) c ) 1 ) C [ C <unk> <unk> H ] ( O ) C C ( = O ) O O - ] ) [ C <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> <pad> 2 = 5 <eos> ) 1 s l O r B [ r B 3 o #,15 23 8 23 23 23 23 5 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 5 18 6 23 23 9 15 8 13 19,Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,True,False,2,False,,266.3,2.686,63.4,1.0,3.0,1.0,0.6373,2.0615,True,0.8942,Strong candidate,True
902,CN(C)Cc1cccc(-c3cnc3[nH]cn(-c4ncncccc()ccc5)nHc4)c352nc5,56,0,57,,<eos>,eos,<bos> C N ( C ) C c 1 c c c c ( - c 3 c n c 3 [ n H ] c n ( - c 4 n c n c c c c ( ) c c c 5 ) n H c 4 ) c 3 5 2 n c 5 <eos> n c 3 c 2 ) c 1 <eos> c C <eos> C 1 <eos> <unk> O C ) C ( = C ) <unk> C C ( O ) C 1 C <unk> = C <eos> ) C O <eos> O 1 <eos> N ( ) 5 <eos> = ( 5 <eos> <unk> n 1 = <unk> H r l c,15 18 5 15 6 15 23 8 23 23 23 23 5 7 23 10 23 25 23 10 21 25 17 22 23 25 5 7 23 11 25 23 25 23 23 23 23 5 6 23 23 23 12 6 25 17 23 11 6 23 10 12 9 25 23 12,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
903,CN(C)(C(=O)c1cccc(-c2cccc[2)C1)C2n1C()C1c1c12C)c1C)O1cO)[Nc],60,0,62,,<eos>,eos,<bos> C N ( C ) ( C ( = O ) c 1 c c c c ( - c 2 c c c c [ 2 ) C 1 ) C 2 n 1 C ( ) C 1 c 1 c 1 2 C ) c 1 C ) O 1 c O ) [ N <unk> c ] <eos> 1 ) C 1 c 1 <unk> [ C <unk> <unk> <eos> C <unk> C 2 [ C <unk> <unk> C ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> ) s 4 5 ) H n H ( n ] B l H <eos> C = #,15 18 5 15 6 5 15 5 13 19 6 23 8 23 23 23 23 5 7 23 9 23 23 23 23 21 9 6 15 8 6 15 9 25 8 15 5 6 15 8 23 8 23 8 9 15 6 23 8 15 6 19 8 23 19 6 21 18 3 23 22,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
904,CC(C)CNCCCC#O)Cc1cccc21)C(CC=C)CC1,34,0,35,,<eos>,eos,<bos> C C ( C ) C N C C C C # O ) C c 1 c c c c 2 1 ) C ( C C = C ) C C 1 <eos> <eos> C C <eos> C C H ] ) N ( <eos> C C ) O c C C [ C <unk> <unk> H ] ( C c C [ C <unk> <unk> H ] ( O ) C C ( = O ) O ) C ] ) ] 2 <unk> <eos> ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> o <eos> 2 # <unk> O [ s N O N F 4 H C n 1 r,15 15 5 15 6 15 18 15 15 15 15 4 19 6 15 23 8 23 23 23 23 9 8 6 15 5 15 15 13 15 6 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
905,N1C[((CCCC)CCCC)C1C),20,0,21,,<eos>,eos,<bos> N 1 C [ ( ( C C C C ) C C C C ) C 1 C ) <eos> <eos> C 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> C <eos> <eos> C <eos> <eos> C 1 <eos> O <eos> N C <eos> C C ( = ) C ( C C [ C <unk> ) H ] <unk> C ) C [ C C <eos> ( O ) C C <eos> C ( ) O C ) C <unk> ] C ( C O <eos> ] 2 1 <unk> [ N <unk> 1 ] <eos> O 1 <eos> o <eos> = ] = H 4 s c 5 ] 5 4 # r l - ),18 8 15 21 5 5 15 15 15 15 6 15 15 15 15 6 15 8 15 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
906,CCCC)c1cc(C(=O)NCCC(=C)CC2,26,0,27,,<eos>,eos,<bos> C C C C ) c 1 c c ( C ( = O ) N C C C ( = C ) C C 2 <eos> c 1 <eos> <eos> C c 1 O C C 1 = O 1 O <eos> C ] c 2 ) c C ) C c <eos> ) C ) C [ C <unk> <unk> [ <eos> O ] 2 ( C O ) C O O ) ( C O ) C ) O ] ) ( C <unk> H 1 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> l o F 4 # ] 1 N B c N = F 1 r 4 H 2,15 15 15 15 6 23 8 23 23 5 15 5 13 19 6 18 15 15 15 5 13 15 6 15 15 9,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
907,COC]12CCC(=O)CCCCC[C]H]C[H]2]cC]c(C)CCH]cCC[CH1]C)[C]2(O)C(=O)COC(=OC]](CO)O,76,0,90,,<eos>,eos,<bos> C O C <unk> ] 1 2 C C C ( = O ) C C C <unk> C C [ C <unk> ] H ] <unk> C [ <unk> <unk> H ] 2 ] c <unk> C <unk> <unk> ] c ( C ) C C <unk> H ] c C C [ C <unk> H 1 ] C ) [ C <unk> ] 2 ( O ) C ( = O ) C O C ( = O <unk> C ] ] ( C O ) O <eos> C <unk> <unk> H ] 1 2 <eos> O 1 <eos> r 2 ( 1 = 1 o ] # <unk> = # 4 5 o c r 4,15 19 15 3 22 8 9 15 15 15 5 13 19 6 15 15 15 3 15 15 21 15 3 22 17 22 3 15 21 3 3 17 22 9 22 23 3 15 3 3 22 23 5 15 6 15 15 3 17 22 23 15 15 21 15 3 17 8 22 15 6 21 15 3 22 9 5 19 6 15 5 13 19 6 15 19 15 5 13 19 3 15 22 22 5 15 19 6 19,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
908,COc1c()[cH]cc(1C(=O)CC1CCOCCCCOCCcC)CC(Cl=C(C)OC2COCcC3,55,0,57,,<eos>,eos,<bos> C O c 1 c ( <unk> ) [ c H ] c c ( 1 C ( = O ) C C 1 C C O C C C C O C C c C ) C C ( C l = C ( C ) O C 2 C O C c C 3 <eos> c C c C 2 ) H ] 1 <unk> <eos> ] 2 1 [ C <unk> <unk> ] ) ] O C ) <unk> ( C ( O ) C [ C 1 <unk> ] 2 ) C <eos> <eos> O 1 <eos> r <eos> ( F l F <eos> [ ) = ] H o = - # r c,15 19 23 8 23 5 3 6 21 23 17 22 23 23 5 8 15 5 13 19 6 15 15 8 15 15 19 15 15 15 15 19 15 15 23 15 6 15 15 5 15 24 13 15 5 15 6 19 15 9 15 19 15 23 15 10,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
909,CN(C(CC)c1cnc(C)c11)C(OO)CCCCO,30,0,31,,<eos>,eos,<bos> C N ( C ( C C ) c 1 c n c ( C ) c 1 1 ) C ( O O ) C C C C O <eos> <eos> c 1 C l <eos> 1 <eos> <eos> O <eos> O C N ( O ( <eos> c C <eos> ) C ) ) 1 c C C C c ) H ] C 2 <eos> <eos> <eos> 1 O ) <eos> <eos> ] ) [ C C 3 <eos> ( C ( O <eos> C H ] 1 O <eos> 2 ) C <eos> <eos> O 1 <eos> - C 4 n <eos> ( [ C c F ] H 4 H <pad> c l <eos>,15 18 5 15 5 15 15 6 23 8 23 25 23 5 15 6 23 8 8 6 15 5 19 19 6 15 15 15 15 19,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
910,COc1ccccc1-c1c1)c(-c2cccc2S(C)(=O)c1)OC)O1,42,0,43,,<eos>,eos,<bos> C O c 1 c c c c c 1 - c 1 c 1 ) c ( - c 2 c c c c 2 S ( C ) ( = O ) c 1 ) O C ) O 1 <eos> 2 C ) C <eos> = O ) O C c <eos> c 2 c O <eos> ] <eos> <eos> <eos> C <eos> 1 1 ] O ) C C <eos> C <unk> ) [ C C ) C ( C ) O C <eos> 1 <eos> 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> ) <eos> = l s H N 1 o F 4 1 5 # H 4 S 5,15 19 23 8 23 23 23 23 23 8 7 23 8 23 8 6 23 5 7 23 9 23 23 23 23 9 20 5 15 6 5 13 19 6 23 8 6 19 15 6 19 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
911,N=C(C)CCCCOCNCCCCCC1CC1CC1,26,0,28,,<eos>,eos,<bos> N = C ( C ) <unk> C C C C O C N C C C C C C 1 C C 1 C C 1 <eos> C <eos> C 1 <eos> C <eos> 1 <eos> C 1 = O <eos> N 1 <eos> C ( ( <unk> ) c ( c c c C <unk> ) C ) <eos> ) ) C O C <unk> ] c 2 C C C O <unk> O ) O C ) C <unk> ] ] ( C ) <eos> C 2 1 <unk> [ N <eos> 1 ] <eos> O 1 <eos> l c ) l = 1 4 s <eos> ( <eos> 5 l # 2 # n S,18 13 15 5 15 6 3 15 15 15 15 19 15 18 15 15 15 15 15 15 8 15 15 8 15 15 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
912,Cc1ncnc(S1(C)CC2CCCCCOC1,24,0,25,,<eos>,eos,<bos> C c 1 n c n c ( S 1 ( C ) C C 2 C C C C C O C 1 <eos> <eos> 1 1 <eos> 2 <eos> C <eos> 1 <eos> 1 <eos> C <eos> <eos> O <eos> C ) <eos> ) ( <eos> ) C c 1 c c c C O ) H ] c C ) <eos> O C <unk> <unk> H ] ( O ) C C ( = O ) O ) <unk> ] 3 ( C ) C <eos> 2 1 <unk> [ N ] <unk> ] <eos> O 1 <eos> <pad> F ] O C ) F <unk> <eos> 5 r 4 ) n H 1 5 #,15 23 8 25 23 25 23 5 20 8 5 15 6 15 15 9 15 15 15 15 15 19 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
913,N=C(C)NC(=O)c1ccSC1)[(F),24,0,25,,<eos>,eos,<bos> N = C ( C ) N C ( = O ) c 1 c c S C 1 ) [ ( F ) <eos> 1 C 1 <eos> <eos> 1 <eos> C 1 C <eos> <eos> <eos> <eos> <eos> O <eos> C ) <eos> 2 ( c <eos> c c ( c c ) 2 c C C ) c 2 ) ) 1 C 1 <eos> c <eos> ( ) C 1 <eos> c c 2 ) C C 1 <eos> ) ( C ) C 1 <eos> 1 <unk> <eos> <eos> ) C O <eos> O 1 <eos> s <eos> <pad> l s c [ # B # ] C 4 ) 1 2 5 ),18 13 15 5 15 6 18 15 5 13 19 6 23 8 23 23 20 15 8 6 21 5 16 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
914,C[CC=C[]1CC(N)C(=O)C1CH]CCCNCOCCOC=CO=O)C)c2CO)c(O,50,0,53,,<eos>,eos,<bos> C [ C C = <unk> C [ ] 1 C C ( N ) C ( = O ) C 1 C <unk> H ] C C C N C O C C O C = C O = O ) C ) c 2 C O ) c ( O <eos> c C ) ] ) O 1 ) [ C <unk> ] <eos> ) C ) C C [ C <unk> C ] 2 <eos> C <eos> <unk> <unk> ( C ) O <eos> ) H <eos> 1 <unk> <eos> N <unk> C 2 <eos> O 1 <eos> 3 <eos> s l F 2 5 1 ) o ] 1 = H l S 2 S,15 21 15 15 13 3 15 21 22 8 15 15 5 18 6 15 5 13 19 6 15 8 15 3 17 22 15 15 15 18 15 19 15 15 19 15 13 15 19 13 19 6 15 6 23 9 15 19 6 23 5 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
915,O=C(O)c1cccc(-c2coc(-c3ccccc3F)c1,33,0,34,,<eos>,eos,<bos> O = C ( O ) c 1 c c c c ( - c 2 c o c ( - c 3 c c c c c 3 F ) c 1 <eos> c 1 <eos> c 1 <eos> <eos> ) C 1 <eos> C C 3 ) c c 1 ) C 1 C ) <eos> O <eos> c 2 ) C 1 <eos> c 1 <eos> O C C ) C ) O C ) C C ) <unk> ] C ( C ) C 1 C 1 <unk> O <eos> ] C 2 <eos> O 1 <eos> l 2 C O r H <pad> s o O n <unk> ) C <pad> C <unk> r,19 13 15 5 19 6 23 8 23 23 23 23 5 7 23 9 23 26 23 5 7 23 10 23 23 23 23 23 10 16 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
916,O=c1c((c2ccccn2)nc--c3cccc(CC)NC))O3cc1)n1cccCCc=ccOcc2c1,57,0,58,,<eos>,eos,<bos> O = c 1 c ( ( c 2 c c c c n 2 ) n c - - c 3 c c c c ( C C ) N C ) ) O 3 c c 1 ) n 1 c c c C C c = c c O c c 2 c 1 <eos> c <eos> c 2 1 n 1 <eos> c 1 <eos> <eos> ) C ) <eos> <unk> ] ) ( C C <unk> ( C C ] O <eos> C 1 ] 1 ( 1 <eos> ) C 1 ) O 1 <eos> H N - <eos> r o <pad> 4 ] n [ H # ] [ C B ),19 13 23 8 23 5 5 23 9 23 23 23 23 25 9 6 25 23 7 7 23 10 23 23 23 23 5 15 15 6 18 15 6 6 19 10 23 23 8 6 25 8 23 23 23 15 15 23 13 23 23 19 23 23 9 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
